Date,Scheme Name,ISIN,NAV
16-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,151.348
16-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.66
16-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,322.423
16-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,143.6775
16-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.4281
16-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.031
16-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,19.9509
16-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.5774
16-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,159.0682
16-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,59.94
16-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,87.2327
18-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.76
18-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.0146
18-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.11
18-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,152.871
18-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.89
18-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,326.326
18-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.0569
18-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.9849
18-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.317
18-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.1682
18-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.801
18-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,160.9056
18-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.65
18-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,88.4732
21-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.82
21-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.0197
21-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.19
21-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,153.273
21-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.93
21-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,327.569
21-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.0517
21-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.9383
21-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.322
21-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.1948
21-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.8104
21-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,161.0849
21-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.92
21-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,88.4663
22-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.49
22-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.5418
22-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,16.85
22-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,150.274
22-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.5
22-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,320.34
22-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,141.8623
22-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,51.8501
22-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,19.994
22-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,19.8434
22-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.3341
22-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,158.2367
22-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,59.93
22-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,87.1225
23-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.56
23-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.6658
23-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,16.96
23-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,150.895
23-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.64
23-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,322.009
23-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,142.4604
23-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.0882
23-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.052
23-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,19.8737
23-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.504
23-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,158.9242
23-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.16
23-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,87.4252
24-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.64
24-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.6799
24-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,16.98
24-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,151.056
24-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.72
24-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,322.306
24-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,142.9267
24-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.2334
24-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.098
24-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,19.9402
24-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.5537
24-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,159.4517
24-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.4
24-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,87.7533
28-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.41
28-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.4453
28-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,16.81
28-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,149.246
28-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.63
28-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,318.367
28-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,141.5191
28-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,51.7279
28-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,19.905
28-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,19.8004
28-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.2948
28-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,157.7452
28-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,59.89
28-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,87.0654
29-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.54
29-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.5196
29-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,16.91
29-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,150.426
29-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,24.78
29-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,320.333
29-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,142.4164
29-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.1138
29-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.003
29-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,19.8304
29-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.4395
29-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,158.7975
29-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.22
29-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,87.1869
30-09-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.77
30-09-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.7781
30-09-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.07
30-09-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,151.623
30-09-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.16
30-09-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,323.303
30-09-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,144.2977
30-09-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.8
30-09-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.24
30-09-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.0154
30-09-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.7608
30-09-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,160.8483
30-09-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.91
30-09-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,88.0062
01-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.81
01-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.8323
01-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.13
01-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,152.309
01-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.15
01-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,322.533
01-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,143.838
01-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,52.7769
01-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.267
01-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.0029
01-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,27.8575
01-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,160.347
01-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,60.87
01-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,88.3636
05-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.17
05-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.2178
05-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.44
05-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,155.032
05-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.54
05-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,329.884
05-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,146.8329
05-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,53.8582
05-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.622
05-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.3315
05-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.3256
05-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,163.1147
05-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62.16
05-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,90.0178
06-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.19
06-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.2327
06-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.44
06-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,154.796
06-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.62
06-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,330.615
06-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,147.2538
06-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,54.0849
06-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.63
06-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.2882
06-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.3936
06-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,163.1134
06-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62.25
06-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.8962
07-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.19
07-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.2094
07-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.43
07-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,154.347
07-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.55
07-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,331.387
07-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,146.3063
07-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,54.1878
07-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.585
07-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.2192
07-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.4249
07-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,163.1373
07-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62.27
07-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.902
08-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.08
08-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.0935
08-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.33
08-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,153.46
08-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.34
08-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,329.831
08-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.0793
08-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,53.8281
08-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.468
08-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.1452
08-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.2207
08-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,162.38
08-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,61.81
08-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.4912
09-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.2
09-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.2043
09-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.34
09-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,153.4
09-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.36
09-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,332.412
09-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.5763
09-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,54.2193
09-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.53
09-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.2865
09-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.2174
09-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,162.9679
09-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62.19
09-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.6838
12-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.1
12-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.0727
12-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.27
12-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,152.791
12-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.23
12-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,331.22
12-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.2068
12-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,53.868
12-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.449
12-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.2064
12-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.1108
12-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,162.6138
12-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62
12-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.2191
13-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.02
13-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.0181
13-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.24
13-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,152.644
13-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.18
13-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,330.63
13-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.1034
13-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,53.8122
13-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.393
13-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.1714
13-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.1077
13-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,162.2311
13-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,61.99
13-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.1391
14-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,18.95
14-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,22.9416
14-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.22
14-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,151.962
14-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.14
14-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,329.61
14-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,144.5311
14-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,53.6541
14-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.354
14-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.1426
14-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.0504
14-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,161.8997
14-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,61.81
14-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,88.8609
15-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.13
15-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.215
15-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.35
15-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,154.049
15-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.23
15-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,334.02
15-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,145.7519
15-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,54.099
15-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.509
15-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.3107
15-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.2524
15-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,163.3132
15-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62.53
15-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.3545
16-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.24
16-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.4156
16-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.52
16-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,155.344
16-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.32
16-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,337.458
16-10-2015,HSBC Large Cap Fund - Regular Growth,INF336L01016,146.6097
16-10-2015,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,54.5706
16-10-2015,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,20.625
16-10-2015,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,20.4389
16-10-2015,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,28.3932
16-10-2015,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,164.6087
16-10-2015,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,62.74
16-10-2015,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,89.8874
19-10-2015,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,19.37
19-10-2015,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,23.5224
19-10-2015,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,17.58
19-10-2015,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,155.971
19-10-2015,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,25.54
19-10-2015,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,338.284
